pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
62,Nunavut,2022-06-01,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-01,84666501,2022-06-01,32227488,30937342,18686967,1673228,1
59,British Columbia,2022-06-02,11826489,2022-05-28,4514683,4371128,2748565,191964,1
48,Alberta,2022-06-02,8847062,2022-05-30,3597456,3401459,1678557,169590,0
47,Saskatchewan,2022-06-02,2507865,2022-05-28,974537,914527,500418,116032,1
46,Manitoba,2022-06-02,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-02,32718857,2022-06-01,12333927,11893636,7360521,1129984,1
24,Quebec,2022-06-02,19921680,2022-06-01,7313961,7019843,4448437,,1
13,New Brunswick,2022-06-02,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-02,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-02,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-02,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-02,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-02,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-02,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-02,84749554,2022-06-02,32230027,30941626,18695764,1735199,1
59,British Columbia,2022-06-03,11826489,2022-05-28,4514683,4371128,2748565,191964,0
48,Alberta,2022-06-03,8847062,2022-05-30,3597456,3401459,1678557,169590,0
47,Saskatchewan,2022-06-03,2507865,2022-05-28,974537,914527,500418,116032,0
46,Manitoba,2022-06-03,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-03,32732073,2022-06-02,12334560,11894769,7362331,1139599,1
24,Quebec,2022-06-03,19927238,2022-06-02,7315254,7023077,4449527,,1
13,New Brunswick,2022-06-03,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-03,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-03,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-03,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-03,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-03,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-03,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-03,84768328,2022-06-03,32231953,30945993,18698664,1744814,1
59,British Columbia,2022-06-04,11826489,2022-05-28,4514683,4371128,2748565,191964,0
48,Alberta,2022-06-04,8847062,2022-05-30,3597456,3401459,1678557,169590,0
47,Saskatchewan,2022-06-04,2507865,2022-05-28,974537,914527,500418,116032,0
46,Manitoba,2022-06-04,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-04,32739865,2022-06-03,12335130,11895855,7363723,1144323,1
24,Quebec,2022-06-04,19927238,2022-06-02,7315254,7023077,4449527,,0
13,New Brunswick,2022-06-04,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-04,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-04,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-04,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-04,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-04,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-04,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-04,84776120,2022-06-04,32232523,30947079,18700056,1749538,1
59,British Columbia,2022-06-05,11826489,2022-05-28,4514683,4371128,2748565,191964,0
48,Alberta,2022-06-05,8847062,2022-05-30,3597456,3401459,1678557,169590,0
47,Saskatchewan,2022-06-05,2507865,2022-05-28,974537,914527,500418,116032,0
46,Manitoba,2022-06-05,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-05,32743130,2022-06-04,12335333,11896289,7364351,1146314,1
24,Quebec,2022-06-05,19927238,2022-06-02,7315254,7023077,4449527,,0
13,New Brunswick,2022-06-05,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-05,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-05,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-05,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-05,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-05,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-05,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-05,84779385,2022-06-05,32232726,30947513,18700684,1751529,1
59,British Columbia,2022-06-06,11826489,2022-05-28,4514683,4371128,2748565,191964,0
48,Alberta,2022-06-06,8847062,2022-05-30,3597456,3401459,1678557,169590,0
47,Saskatchewan,2022-06-06,2507865,2022-05-28,974537,914527,500418,116032,0
46,Manitoba,2022-06-06,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-06,32754234,2022-06-05,12335790,11896971,7365659,1154943,1
24,Quebec,2022-06-06,19941590,2022-06-05,7315254,7023077,4452876,,1
13,New Brunswick,2022-06-06,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-06,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-06,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-06,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-06,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-06,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-06,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-06,84804841,2022-06-06,32233183,30948195,18705341,1760158,1
59,British Columbia,2022-06-07,11826489,2022-05-28,4514683,4371128,2748565,191964,0
48,Alberta,2022-06-07,8847062,2022-05-30,3597456,3401459,1678557,169590,0
47,Saskatchewan,2022-06-07,2507865,2022-05-28,974537,914527,500418,116032,0
46,Manitoba,2022-06-07,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-07,32768213,2022-06-06,12336438,11897956,7367231,1165659,1
24,Quebec,2022-06-07,19945783,2022-06-06,7315254,7023077,4453772,,1
13,New Brunswick,2022-06-07,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-07,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-07,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-07,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-07,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-07,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-07,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-07,84823013,2022-06-07,32233831,30949180,18707809,1770874,1
59,British Columbia,2022-06-08,11826489,2022-05-28,4514683,4371128,2748565,191964,0
48,Alberta,2022-06-08,8863877,2022-06-06,3598865,3403562,1682929,178521,1
47,Saskatchewan,2022-06-08,2507865,2022-05-28,974537,914527,500418,116032,0
46,Manitoba,2022-06-08,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-08,32781486,2022-06-07,12337088,11898829,7368856,1175753,1
24,Quebec,2022-06-08,19951260,2022-06-07,7315254,7023077,4454779,,1
13,New Brunswick,2022-06-08,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-08,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-08,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-08,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-08,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-08,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-08,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-08,84858578,2022-06-08,32235890,30952156,18714813,1789899,1
59,British Columbia,2022-06-09,11883759,2022-06-04,4516104,4373590,2753669,240231,1
48,Alberta,2022-06-09,8863877,2022-06-06,3598865,3403562,1682929,178521,0
47,Saskatchewan,2022-06-09,2514106,2022-06-04,974714,914913,501331,120488,1
46,Manitoba,2022-06-09,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-09,32795232,2022-06-08,12337756,11899851,7370523,1186110,1
24,Quebec,2022-06-09,19956251,2022-06-08,7315254,7023077,4455808,,1
13,New Brunswick,2022-06-09,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-09,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-09,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-09,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-09,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-09,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-09,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-09,84940826,2022-06-09,32238156,30956026,18723526,1852979,1
59,British Columbia,2022-06-10,11883759,2022-06-04,4516104,4373590,2753669,240231,0
48,Alberta,2022-06-10,8863877,2022-06-06,3598865,3403562,1682929,178521,0
47,Saskatchewan,2022-06-10,2514106,2022-06-04,974714,914913,501331,120488,0
46,Manitoba,2022-06-10,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-10,32808113,2022-06-09,12338359,11900848,7372322,1195536,1
24,Quebec,2022-06-10,19962064,2022-06-09,7316385,7025961,4456917,,1
13,New Brunswick,2022-06-10,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-10,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-10,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-10,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-10,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-10,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-10,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-10,84959520,2022-06-10,32239890,30959907,18726434,1862405,1
59,British Columbia,2022-06-11,11883759,2022-06-04,4516104,4373590,2753669,240231,0
48,Alberta,2022-06-11,8863877,2022-06-06,3598865,3403562,1682929,178521,0
47,Saskatchewan,2022-06-11,2514106,2022-06-04,974714,914913,501331,120488,0
46,Manitoba,2022-06-11,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-11,32816134,2022-06-10,12338995,11902060,7373778,1200240,1
24,Quebec,2022-06-11,19962064,2022-06-09,7316385,7025961,4456917,,0
13,New Brunswick,2022-06-11,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-11,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-11,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-11,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-11,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-11,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-11,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-11,84967541,2022-06-11,32240526,30961119,18727890,1867109,1
59,British Columbia,2022-06-12,11883759,2022-06-04,4516104,4373590,2753669,240231,0
48,Alberta,2022-06-12,8863877,2022-06-06,3598865,3403562,1682929,178521,0
47,Saskatchewan,2022-06-12,2514106,2022-06-04,974714,914913,501331,120488,0
46,Manitoba,2022-06-12,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-12,32819282,2022-06-11,12339270,11902471,7374477,1201994,1
24,Quebec,2022-06-12,19962064,2022-06-09,7316385,7025961,4456917,,0
13,New Brunswick,2022-06-12,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-12,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-12,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-12,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-12,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-12,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-12,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-12,84970689,2022-06-12,32240801,30961530,18728589,1868863,1
59,British Columbia,2022-06-13,11883759,2022-06-04,4516104,4373590,2753669,240231,0
48,Alberta,2022-06-13,8863877,2022-06-06,3598865,3403562,1682929,178521,0
47,Saskatchewan,2022-06-13,2514106,2022-06-04,974714,914913,501331,120488,0
46,Manitoba,2022-06-13,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-13,32829323,2022-06-12,12339768,11903109,7375719,1209626,1
24,Quebec,2022-06-13,19976027,2022-06-12,7316385,7025961,4459934,,1
13,New Brunswick,2022-06-13,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-13,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-13,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-13,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-13,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-13,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-13,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-13,84994693,2022-06-13,32241299,30962168,18732848,1876495,1
59,British Columbia,2022-06-14,11883759,2022-06-04,4516104,4373590,2753669,240231,0
48,Alberta,2022-06-14,8863877,2022-06-06,3598865,3403562,1682929,178521,0
47,Saskatchewan,2022-06-14,2514106,2022-06-04,974714,914913,501331,120488,0
46,Manitoba,2022-06-14,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-14,32842725,2022-06-13,12340220,11903911,7377307,1220122,1
24,Quebec,2022-06-14,19980173,2022-06-13,7316385,7025961,4460860,,1
13,New Brunswick,2022-06-14,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-14,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-14,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-14,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-14,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-14,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-14,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-14,85012241,2022-06-14,32241751,30962970,18735362,1886991,1
59,British Columbia,2022-06-15,11883759,2022-06-04,4516104,4373590,2753669,240231,0
48,Alberta,2022-06-15,8878391,2022-06-13,3600246,3405632,1686602,185911,1
47,Saskatchewan,2022-06-15,2514106,2022-06-04,974714,914913,501331,120488,0
46,Manitoba,2022-06-15,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-15,32855166,2022-06-14,12340703,11904715,7378892,1229629,1
24,Quebec,2022-06-15,19985009,2022-06-14,7316385,7025961,4461828,,1
13,New Brunswick,2022-06-15,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-15,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-15,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-15,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-15,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-15,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-15,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-15,85044032,2022-06-15,32243615,30965844,18741588,1903888,1
59,British Columbia,2022-06-16,11939413,2022-06-11,4517767,4376269,2759421,285784,1
48,Alberta,2022-06-16,8878391,2022-06-13,3600246,3405632,1686602,185911,0
47,Saskatchewan,2022-06-16,2519088,2022-06-11,974992,915279,502142,123829,1
46,Manitoba,2022-06-16,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-16,32866786,2022-06-15,12341168,11905506,7380501,1238341,1
24,Quebec,2022-06-16,19990065,2022-06-15,7316385,7025961,4461828,,1
13,New Brunswick,2022-06-16,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-16,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-16,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-16,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-16,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-16,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-16,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-16,85121344,2022-06-16,32246021,30969680,18749760,1961494,1
59,British Columbia,2022-06-17,11939413,2022-06-11,4517767,4376269,2759421,285784,0
48,Alberta,2022-06-17,8878391,2022-06-13,3600246,3405632,1686602,185911,0
47,Saskatchewan,2022-06-17,2519088,2022-06-11,974992,915279,502142,123829,0
46,Manitoba,2022-06-17,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-17,32878149,2022-06-16,12341594,11906335,7382350,1246555,1
24,Quebec,2022-06-17,19995530,2022-06-16,7316385,7025961,4461828,,1
13,New Brunswick,2022-06-17,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-17,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-17,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-17,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-17,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-17,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-17,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-17,85138172,2022-06-17,32246447,30970509,18751609,1969708,1
59,British Columbia,2022-06-18,11939413,2022-06-11,4517767,4376269,2759421,285784,0
48,Alberta,2022-06-18,8878391,2022-06-13,3600246,3405632,1686602,185911,0
47,Saskatchewan,2022-06-18,2519088,2022-06-11,974992,915279,502142,123829,0
46,Manitoba,2022-06-18,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-18,32885081,2022-06-17,12342071,11907216,7383732,1250732,1
24,Quebec,2022-06-18,19995530,2022-06-16,7316385,7025961,4461828,,0
13,New Brunswick,2022-06-18,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-18,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-18,376200,2022-05-22,145642,140916,82083,7559,0
10,Newfoundland and Labrador,2022-06-18,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-18,96884,2022-05-22,37793,36799,20509,1783,0
61,Northwest Territories,2022-06-18,101792,2022-05-22,41038,39600,20123,1031,0
62,Nunavut,2022-06-18,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-18,85145104,2022-06-18,32246924,30971390,18752991,1973885,1
59,British Columbia,2022-06-19,11939413,2022-06-11,4517767,4376269,2759421,285784,0
48,Alberta,2022-06-19,8878391,2022-06-13,3600246,3405632,1686602,185911,0
47,Saskatchewan,2022-06-19,2519088,2022-06-11,974992,915279,502142,123829,0
46,Manitoba,2022-06-19,2866825,2022-05-22,1146354,1099472,604930,16041,0
35,Ontario,2022-06-19,32887351,2022-06-18,12342217,11907512,7384371,1251917,1
24,Quebec,2022-06-19,19995530,2022-06-16,7316385,7025961,4461828,,0
13,New Brunswick,2022-06-19,1786574,2022-05-22,699100,659899,391696,31794,0
12,Nova Scotia,2022-06-19,2340384,2022-05-22,900733,854790,527919,56942,0
11,Prince Edward Island,2022-06-19,382719,2022-06-19,145717,141116,82585,13301,1
10,Newfoundland and Labrador,2022-06-19,1280012,2022-05-22,492286,479529,296184,11916,0
60,Yukon,2022-06-19,98506,2022-06-19,37820,36881,20655,3150,1
61,Northwest Territories,2022-06-19,102769,2022-06-19,41069,39648,20262,1790,1
62,Nunavut,2022-06-19,78930,2022-05-22,32517,30028,15822,563,0
1,Canada,2022-06-19,85156492,2022-06-19,32247203,30972016,18754417,1982938,1
59,British Columbia,2022-06-20,11939413,2022-06-11,4517767,4376269,2759421,285784,0
48,Alberta,2022-06-20,8878391,2022-06-13,3600246,3405632,1686602,185911,0
47,Saskatchewan,2022-06-20,2519088,2022-06-11,974992,915279,502142,123829,0
46,Manitoba,2022-06-20,2866825,2022-05-22,1146354,1099472,604930,16041,0
